66,171,5292,23,4,857
199,26,4408,23,5,236
520,432,696,23,2,348
110,142,4915,23,0,288
327,331,4247,23,1,415
143,289,3536,23,4,242
81,41,5111,23,5,361
56,77,1579,23,5,354
210,69,3914,23,3,299
117,29,5455,23,5,1173
117,29,4282,23,0,1180
227,303,4768,23,4,504
199,26,2505,23,3,235
59,2,142,23,4,256
67,250,1407,23,0,590
333,210,3914,23,4,150
77,175,4631,23,3,447
90,2,2790,23,5,329
38,24,5739,23,3,277
91,182,790,23,6,883
69,310,3385,23,5,1116
66,164,4701,23,5,128
26,202,2593,23,3,1633
75,197,5732,23,6,617
230,340,908,23,0,768
289,141,1587,23,2,137
291,337,4798,23,1,335
112,264,616,23,6,640
383,68,220,23,5,614
53,115,3933,23,2,1071
224,58,1791,23,4,539
141,289,1587,23,6,139
210,77,3237,23,1,855
256,240,2039,23,0,348
172,180,182,23,3,200
145,99,2090,23,3,326
374,344,5717,23,1,2408
26,321,4550,23,1,695
295,460,4590,23,2,442
376,21,4979,23,3,956
374,130,2768,23,2,359
45,24,4569,23,6,521
118,28,194,23,6,237
118,28,2610,23,0,220
327,309,1562,23,2,771
43,81,5111,23,5,130
117,288,27,23,0,566
123,511,1852,23,4,393
449,451,4837,22,4,216
199,96,2993,22,3,481
303,303,3022,22,6,559
21,202,3921,22,2,677
66,145,3743,22,5,613
504,310,4345,22,0,357
479,474,739,22,5,262
126,67,1407,22,2,782
81,172,242,22,0,1303
463,311,4517,22,0,597
219,229,4874,22,0,874
81,172,182,22,0,1376
240,312,2101,22,5,228
2,39,5453,22,4,912
240,312,4740,22,2,262
2,39,1752,22,0,918
2,39,5003,22,1,929
2,39,1848,22,3,956
210,144,5731,22,5,1189
142,145,2090,22,4,181
81,172,461,22,2,1494
300,340,2679,22,5,419
195,181,2211,22,1,988
333,61,1052,22,5,115
213,159,2895,22,4,187
46,144,2496,22,1,678
254,240,2330,22,1,153
111,199,2165,22,0,424
86,302,3947,22,1,909
5,132,1079,22,0,850
13,489,5694,22,0,1471
130,128,3870,22,3,225
340,301,5367,22,1,595
520,232,5527,22,1,1802
299,300,3264,22,3,487
537,530,5202,22,1,716
77,46,5548,22,5,722
56,22,5915,22,3,815
16,230,3228,22,3,1147
156,118,3886,22,3,601
196,45,4645,22,6,754
198,81,3351,22,0,475
284,2,5148,22,4,1383
75,77,3077,22,5,125
284,2,1800,22,0,1475
284,2,2219,22,6,1517
284,2,1354,22,0,1470
71,277,2108,22,6,604
149,148,2059,22,3,362
219,130,125,22,3,373
37,192,2586,22,2,294
447,515,3991,22,1,566
195,174,2936,22,6,452
74,77,757,22,4,428
313,118,2546,22,5,416
100,181,2875,22,4,323
145,66,3743,22,4,562
106,340,470,22,1,732
161,86,2377,22,0,758
161,86,4310,22,6,753
176,141,2831,22,4,375
452,455,5267,22,6,221
213,159,5146,22,6,172
215,214,351,22,4,414
47,13,5694,22,5,1383
45,45,1799,22,4,568
31,74,3462,22,5,408
45,45,4569,22,5,580
45,45,2411,22,6,629
62,33,3547,22,3,1043
231,232,3502,22,6,381
215,198,3821,22,6,505
148,237,295,22,1,477
215,198,2481,22,1,547
226,460,4280,22,5,1176
161,52,2055,22,2,387
215,198,3351,22,0,592
172,331,1454,22,2,1001
172,331,3133,22,1,1022
69,509,269,22,4,550
181,24,4875,22,1,279
174,44,2028,22,1,246
337,376,1542,22,6,1798
505,289,5559,22,2,807
2,2,5453,22,5,2108
